prep_time,queue_length,hour,day_of_week,is_peak,is_weekend,actual_wait
14,23,13,3,1,0,45.338027092582095
17,3,14,3,0,0,22.09034712695796
11,3,14,3,0,0,20.786882011247855
13,3,14,3,0,0,17.658316833119365
9,6,15,3,0,0,16.76199335034948
19,6,15,3,0,0,29.834651421100702
10,6,15,3,0,0,20.20199570234788
19,6,15,3,0,0,27.487963446624246
10,6,15,3,0,0,19.655567895006993
16,6,15,3,0,0,27.46043426875266
13,6,16,3,0,0,27.339613450721195
25,6,16,3,0,0,38.55729816940699
12,6,16,3,0,0,24.635217342696794
8,6,16,3,0,0,19.502673786799548
18,6,16,3,0,0,30.347807349812896
14,6,16,3,0,0,23.78155440408233
15,22,17,3,1,0,47.88620656633526
11,22,17,3,1,0,46.5634652122915
20,22,17,3,1,0,55.91966021306806
23,22,17,3,1,0,54.40980076422204
22,22,17,3,1,0,55.98232189346915
21,22,17,3,1,0,57.12624725250254
15,22,17,3,1,0,48.234789565072774
19,22,17,3,1,0,51.70360815282158
11,22,17,3,1,0,45.85786530965618
18,22,17,3,1,0,51.36190818604751
14,22,17,3,1,0,49.08486427145577
6,22,17,3,1,0,37.628879798557115
16,22,17,3,1,0,50.75508295845939
8,22,17,3,1,0,40.00930316271699
15,22,17,3,1,0,47.610961743095885
14,22,17,3,1,0,48.03792291936033
8,22,17,3,1,0,40.61993433067569
14,22,17,3,1,0,48.97011739570308
23,22,17,3,1,0,57.37203944812474
12,22,17,3,1,0,42.58316056751046
17,22,17,3,1,0,49.96602559477102
16,22,17,3,1,0,49.41128186079236
22,26,18,3,1,0,58.18082040674175
7,26,18,3,1,0,41.32422257391449
5,26,18,3,1,0,38.51161552672397
10,26,18,3,1,0,44.04979966077869
15,26,18,3,1,0,51.7275782259763
11,26,18,3,1,0,46.52983547423582
14,26,18,3,1,0,49.56903209132349
12,26,18,3,1,0,45.46647299033966
19,26,18,3,1,0,50.295928364137204
13,26,18,3,1,0,48.25288882742653
9,26,18,3,1,0,42.695785878233295
19,26,18,3,1,0,50.545266467910025
16,26,18,3,1,0,47.11745503574527
12,26,18,3,1,0,45.69655212054588
14,26,18,3,1,0,48.18384336113175
23,26,18,3,1,0,56.4947665470368
14,26,18,3,1,0,45.52241451730292
7,26,18,3,1,0,40.019666785574636
12,26,18,3,1,0,46.133993694661406
10,26,18,3,1,0,45.255331384847366
7,26,18,3,1,0,38.58592149826053
15,26,18,3,1,0,46.42392782647124
6,26,18,3,1,0,39.22724680769263
16,26,18,3,1,0,52.134995690460265
11,26,18,3,1,0,45.30242009758146
15,26,18,3,1,0,47.75594948064164
15,18,19,3,1,0,45.907016991926
26,18,19,3,1,0,57.16963752462266
16,18,19,3,1,0,47.18455613273325
13,18,19,3,1,0,46.98450865794154
24,18,19,3,1,0,57.294963455018895
4,18,19,3,1,0,41.518560462629246
17,18,19,3,1,0,52.213800419818334
17,18,19,3,1,0,50.63676566861436
15,18,19,3,1,0,45.319298612506344
21,18,19,3,1,0,56.17033851989791
12,18,19,3,1,0,44.93993588258006
12,18,19,3,1,0,45.60625913624244
11,18,19,3,1,0,41.27466660526152
8,18,19,3,1,0,39.866037913333265
11,18,19,3,1,0,42.0630909303486
7,18,19,3,1,0,40.253646555632336
5,18,19,3,1,0,36.50815626940042
18,18,19,3,1,0,47.638920910225366
12,6,20,3,0,0,22.983723339122417
4,6,20,3,0,0,17.978041584155164
15,6,20,3,0,0,23.26395854025668
13,6,20,3,0,0,26.429749771097423
17,6,20,3,0,0,27.4368872259701
12,6,20,3,0,0,22.232224306420928
8,4,21,3,0,0,14.917963931111393
18,4,21,3,0,0,24.863621613285424
13,4,21,3,0,0,21.350065085197443
12,4,21,3,0,0,20.431589199330514
9,11,7,4,0,0,29.1597782337967
10,11,7,4,0,0,34.20789007738955
23,11,7,4,0,0,43.082815880834694
15,11,7,4,0,0,35.54035550011511
9,11,7,4,0,0,27.21215057500246
11,11,7,4,0,0,34.07096748082418
17,11,7,4,0,0,38.5954382649165
13,11,7,4,0,0,31.740342028360644
10,11,7,4,0,0,29.02400928979044
18,11,7,4,0,0,39.27973141810644
5,11,7,4,0,0,26.26959541252068
13,10,8,4,0,0,29.782923425601066
16,10,8,4,0,0,31.859915096866093
13,10,8,4,0,0,27.845804286635435
21,10,8,4,0,0,34.15740259656282
12,10,8,4,0,0,28.970105122909786
13,10,8,4,0,0,33.51685951491888
15,10,8,4,0,0,32.99332557297834
7,10,8,4,0,0,23.884114097163554
10,10,8,4,0,0,31.3048995330908
8,10,8,4,0,0,26.059889239361514
14,4,9,4,0,0,20.318954031725937
13,4,9,4,0,0,18.28964010640484
11,4,9,4,0,0,18.76987350749812
10,4,9,4,0,0,15.643379198429793
23,12,10,4,0,0,45.560647546332056
18,12,10,4,0,0,38.763367068223005
13,12,10,4,0,0,34.41892528169378
6,12,10,4,0,0,27.27786070116748
17,12,10,4,0,0,35.254922063795306
19,12,10,4,0,0,38.9646050288715
15,12,10,4,0,0,36.75960615944937
12,12,10,4,0,0,34.506190341862286
13,12,10,4,0,0,36.287235540177235
14,12,10,4,0,0,35.045134851748365
17,12,10,4,0,0,38.217854417985784
8,12,10,4,0,0,29.506886068076174
18,28,11,4,1,0,51.419637706621366
8,28,11,4,1,0,38.25963957309636
15,28,11,4,1,0,47.55243129491339
15,28,11,4,1,0,49.21369836454201
19,28,11,4,1,0,54.592285897955485
7,28,11,4,1,0,40.01703274473202
5,28,11,4,1,0,37.029830484784746
7,28,11,4,1,0,41.693397039896496
11,28,11,4,1,0,43.99780511915969
21,28,11,4,1,0,56.89741471174428
14,28,11,4,1,0,47.7680666813892
15,28,11,4,1,0,50.99619617004132
20,28,11,4,1,0,51.30622164244703
25,28,11,4,1,0,57.96053431180289
23,28,11,4,1,0,55.62952701299029
13,28,11,4,1,0,48.147686870748686
21,28,11,4,1,0,50.82206485824489
15,28,11,4,1,0,47.56107998678208
12,28,11,4,1,0,47.03637497092956
11,28,11,4,1,0,42.364479920898845
9,28,11,4,1,0,41.12997290268697
5,28,11,4,1,0,36.954027047043155
10,28,11,4,1,0,41.77578759811378
14,28,11,4,1,0,46.631056026743515
24,28,11,4,1,0,58.37453473741165
11,28,11,4,1,0,42.448933029793835
19,28,11,4,1,0,52.857183332571836
17,28,11,4,1,0,48.610502834500046
13,22,12,4,1,0,44.98286342768129
10,22,12,4,1,0,45.64458643963988
14,22,12,4,1,0,48.66462332237781
16,22,12,4,1,0,52.72517278154145
14,22,12,4,1,0,47.572442312386855
14,22,12,4,1,0,46.58021394341285
23,22,12,4,1,0,60.7709855367084
9,22,12,4,1,0,43.215870568234806
10,22,12,4,1,0,44.74142809879791
16,22,12,4,1,0,48.62215732805357
11,22,12,4,1,0,44.26739967762054
10,22,12,4,1,0,43.887799025801435
16,22,12,4,1,0,51.411347711649526
20,22,12,4,1,0,52.10816251695309
11,22,12,4,1,0,42.660138977585895
18,22,12,4,1,0,49.838701120866354
16,22,12,4,1,0,49.27966216587339
8,22,12,4,1,0,42.104436484524605
13,22,12,4,1,0,46.73686055914427
23,22,12,4,1,0,56.37227303763294
15,22,12,4,1,0,51.37255439682908
11,22,12,4,1,0,42.98146158770565
9,26,13,4,1,0,40.05906712962768
16,26,13,4,1,0,46.955645209867974
15,26,13,4,1,0,47.866733645140776
6,26,13,4,1,0,38.60038590411579
14,26,13,4,1,0,46.63237890911794
13,26,13,4,1,0,47.036168623751216
15,26,13,4,1,0,45.84476127012806
7,26,13,4,1,0,39.534936234416776
20,26,13,4,1,0,54.31009545995634
3,26,13,4,1,0,35.751705828466854
23,26,13,4,1,0,55.886544756186574
18,26,13,4,1,0,51.62584557255262
19,26,13,4,1,0,52.178652588125274
11,26,13,4,1,0,42.42249611325288
18,26,13,4,1,0,54.81799188943254
15,26,13,4,1,0,50.90068912982656
16,26,13,4,1,0,48.386234708757044
19,26,13,4,1,0,50.196327374171744
21,26,13,4,1,0,52.11515347531404
14,26,13,4,1,0,44.22608484069637
17,26,13,4,1,0,50.23372305378407
12,26,13,4,1,0,45.92958484261359
14,26,13,4,1,0,49.6897352323957
20,26,13,4,1,0,55.025468407930106
20,26,13,4,1,0,57.989376254648775
13,26,13,4,1,0,46.729694768313635
8,8,14,4,0,0,22.47041150162898
11,8,14,4,0,0,26.640262439872288
13,8,14,4,0,0,27.641034200045898
14,8,14,4,0,0,27.553056591181683
9,8,14,4,0,0,24.177428451358157
18,8,14,4,0,0,33.71297543847638
14,8,14,4,0,0,31.995102265485347
5,8,14,4,0,0,19.39834059387894
16,7,15,4,0,0,31.93541854434611
16,7,15,4,0,0,27.790583151557165
10,7,15,4,0,0,20.724795935411308
8,7,15,4,0,0,21.797556395456972
17,7,15,4,0,0,28.447611364604185
12,7,15,4,0,0,27.196603322493214
18,7,15,4,0,0,30.760199763454867
11,5,16,4,0,0,21.196596648264617
15,5,16,4,0,0,23.79734614742384
24,5,16,4,0,0,33.743018765017815
16,5,16,4,0,0,25.06161281535865
7,5,16,4,0,0,11.739404133266003
13,27,17,4,1,0,47.11114614142765
9,27,17,4,1,0,42.76311820712765
21,27,17,4,1,0,51.41895769643949
9,27,17,4,1,0,42.38042590920675
15,27,17,4,1,0,47.1847097477974
13,27,17,4,1,0,48.85693715049946
20,27,17,4,1,0,54.765728981242276
14,27,17,4,1,0,43.6620225375805
19,27,17,4,1,0,51.35281589012421
13,27,17,4,1,0,43.190678739716
15,27,17,4,1,0,46.15232629220533
5,27,17,4,1,0,35.9859528337625
10,27,17,4,1,0,46.571961946042535
6,27,17,4,1,0,39.121889972687455
11,27,17,4,1,0,41.59243238236267
14,27,17,4,1,0,48.97074446480373
12,27,17,4,1,0,44.30874795264637
25,27,17,4,1,0,58.84694934433881
7,27,17,4,1,0,42.730154687867376
14,27,17,4,1,0,49.40689396227033
6,27,17,4,1,0,39.17734590375949
19,27,17,4,1,0,52.90894440691718
15,27,17,4,1,0,47.713825371947124
21,27,17,4,1,0,52.59247249918981
19,27,17,4,1,0,49.295869076024815
19,27,17,4,1,0,51.733328499277555
11,27,17,4,1,0,45.435469161710635
14,14,18,4,1,0,44.30565222830385
20,14,18,4,1,0,53.1518067981936
9,14,18,4,1,0,39.131885442930695
14,14,18,4,1,0,45.84343895710328
17,14,18,4,1,0,48.033172391174425
10,14,18,4,1,0,43.0066724699662
8,14,18,4,1,0,42.58833039416895
15,14,18,4,1,0,48.53893090651819
17,14,18,4,1,0,49.09841194393688
13,14,18,4,1,0,43.3902628354886
18,14,18,4,1,0,48.42050323475784
16,14,18,4,1,0,49.92769018221923
19,14,18,4,1,0,47.13993933351386
17,14,18,4,1,0,52.82426159111178
15,18,19,4,1,0,46.36939666390785
15,18,19,4,1,0,51.60847487162847
11,18,19,4,1,0,39.879407850565926
12,18,19,4,1,0,44.16094907875669
16,18,19,4,1,0,48.25734333416309
21,18,19,4,1,0,52.840329268067705
18,18,19,4,1,0,50.7243716814221
16,18,19,4,1,0,49.0572309350045
5,18,19,4,1,0,40.727602086821825
12,18,19,4,1,0,47.03721229535275
13,18,19,4,1,0,47.17470508734238
19,18,19,4,1,0,49.89462194740982
14,18,19,4,1,0,44.997965041456375
24,18,19,4,1,0,54.83671078392135
13,18,19,4,1,0,42.77432426756304
7,18,19,4,1,0,41.14157671783564
25,18,19,4,1,0,56.41510312840248
13,18,19,4,1,0,42.02915786900879
12,3,20,4,0,0,18.741338927748192
21,3,20,4,0,0,26.499974412608815
9,3,20,4,0,0,16.621654833472554
12,10,21,4,0,0,28.7867295551966
14,10,21,4,0,0,31.345783791221006
13,10,21,4,0,0,30.41412115180731
16,10,21,4,0,0,31.994361202306813
9,10,21,4,0,0,26.920882352355807
12,10,21,4,0,0,29.730116401544606
15,10,21,4,0,0,35.968833594475
9,10,21,4,0,0,29.266920843993947
16,10,21,4,0,0,34.41375303412875
7,10,21,4,0,0,28.33051012145401
7,5,7,5,0,1,12.198380754877382
10,5,7,5,0,1,13.665026870541107
17,5,7,5,0,1,23.768112365213184
23,5,7,5,0,1,31.394974753655738
16,5,7,5,0,1,24.942710387990754
11,4,8,5,0,1,13.0
9,4,8,5,0,1,17.06950377243616
23,4,8,5,0,1,27.37274570048173
10,4,8,5,0,1,15.118756096974884
15,5,9,5,0,1,19.711157172396796
17,5,9,5,0,1,24.272929524596485
6,5,9,5,0,1,14.00471518307356
11,5,9,5,0,1,17.419716893957826
21,5,9,5,0,1,27.39827212228093
13,5,10,5,0,1,21.093711163482617
8,5,10,5,0,1,17.269606094149882
12,5,10,5,0,1,16.51407668422234
21,5,10,5,0,1,28.99748141016816
14,5,10,5,0,1,21.421772665888057
21,21,11,5,1,1,52.74934031240836
14,21,11,5,1,1,47.95485340656006
21,21,11,5,1,1,51.93379089892673
16,21,11,5,1,1,45.3598662296959
23,21,11,5,1,1,53.183793656316325
22,21,11,5,1,1,50.91047279991511
3,21,11,5,1,1,32.58296544156108
16,21,11,5,1,1,44.094610347381504
9,21,11,5,1,1,39.939643223026216
10,21,11,5,1,1,39.7325292444865
10,21,11,5,1,1,41.501987424800255
8,21,11,5,1,1,40.580506509914876
8,21,11,5,1,1,39.25227357134848
19,21,11,5,1,1,46.25433106808031
12,21,11,5,1,1,44.87140400018519
9,21,11,5,1,1,38.43530184731411
13,21,11,5,1,1,47.57203305938713
6,21,11,5,1,1,38.7763511812798
13,21,11,5,1,1,41.23575308901295
20,21,11,5,1,1,52.653327832150254
12,21,11,5,1,1,41.45561422057949
14,20,12,5,1,1,46.376719398766845
17,20,12,5,1,1,45.682498594541606
12,20,12,5,1,1,40.87980805865971
13,20,12,5,1,1,43.11656868647957
13,20,12,5,1,1,44.71012797654437
11,20,12,5,1,1,44.69844168452346
12,20,12,5,1,1,41.84131661341548
14,20,12,5,1,1,46.85351405831665
7,20,12,5,1,1,37.92756684375764
19,20,12,5,1,1,52.44779654499955
11,20,12,5,1,1,44.5684799342118
10,20,12,5,1,1,38.00226297182311
14,20,12,5,1,1,46.27413657224954
9,20,12,5,1,1,38.21101647561381
18,20,12,5,1,1,50.55616727185479
9,20,12,5,1,1,41.01984526997722
15,20,12,5,1,1,45.677151564762866
9,20,12,5,1,1,43.1445182233376
10,20,12,5,1,1,40.39353908714828
10,20,12,5,1,1,39.9854757812429
6,19,13,5,1,1,40.49582692376389
14,19,13,5,1,1,43.24137882042856
16,19,13,5,1,1,45.39679039545401
20,19,13,5,1,1,55.53537533612665
15,19,13,5,1,1,51.075467507285936
9,19,13,5,1,1,38.26361762643287
17,19,13,5,1,1,47.93709887792181
21,19,13,5,1,1,52.02566038849522
22,19,13,5,1,1,51.15831225615067
16,19,13,5,1,1,48.55357900477037
21,19,13,5,1,1,48.059143372908764
5,19,13,5,1,1,34.96833967269726
17,19,13,5,1,1,46.705676309269805
10,19,13,5,1,1,47.00209814961478
15,19,13,5,1,1,42.58780077848792
8,19,13,5,1,1,39.66041438182699
9,19,13,5,1,1,36.76444937439941
23,19,13,5,1,1,55.27232667269867
14,19,13,5,1,1,51.29626406989384
10,5,14,5,0,1,18.05100137652462
18,5,14,5,0,1,23.137396370730634
12,5,14,5,0,1,22.137821074781307
13,5,14,5,0,1,19.50010495387338
14,5,14,5,0,1,23.013447376547955
5,5,16,5,0,1,13.545939593260401
11,5,16,5,0,1,17.51000544379566
7,5,16,5,0,1,13.249190190352866
7,5,16,5,0,1,16.97160794750655
6,5,16,5,0,1,14.736934762498894
8,13,17,5,1,1,35.23122377267704
13,13,17,5,1,1,40.80639479671375
9,13,17,5,1,1,35.940286909305826
13,13,17,5,1,1,41.28974697763378
15,13,17,5,1,1,45.84893413263856
13,13,17,5,1,1,40.50053009446341
16,13,17,5,1,1,41.016423801597675
17,13,17,5,1,1,44.62674316168697
13,13,17,5,1,1,42.59725148222032
9,13,17,5,1,1,35.244093877568545
10,13,17,5,1,1,39.106901824310626
20,13,17,5,1,1,48.69813538302773
7,13,17,5,1,1,30.798083401949057
13,16,18,5,1,1,44.59372008305219
7,16,18,5,1,1,40.40600382216677
18,16,18,5,1,1,50.44377995007482
12,16,18,5,1,1,41.10221326601344
7,16,18,5,1,1,40.162488043019614
25,16,18,5,1,1,53.73089271266259
12,16,18,5,1,1,43.613822967946675
22,16,18,5,1,1,52.606838419811005
16,16,18,5,1,1,50.08986563649138
13,16,18,5,1,1,44.38915435752984
17,16,18,5,1,1,45.8778162957822
15,16,18,5,1,1,44.56347974812778
20,16,18,5,1,1,52.850108456706565
15,16,18,5,1,1,45.51669025690289
12,16,18,5,1,1,43.977402768369664
12,16,18,5,1,1,41.35058250393851
14,14,19,5,1,1,47.98525206604573
14,14,19,5,1,1,45.262432339697526
11,14,19,5,1,1,40.539784466549875
26,14,19,5,1,1,52.61940444565994
19,14,19,5,1,1,49.107756015242465
20,14,19,5,1,1,47.25672952371101
13,14,19,5,1,1,41.76929254248028
18,14,19,5,1,1,47.677838747739756
14,14,19,5,1,1,42.20435232635104
13,14,19,5,1,1,39.72782526614692
14,14,19,5,1,1,45.9956036972711
16,14,19,5,1,1,42.57015463227733
12,14,19,5,1,1,40.409557190946074
17,14,19,5,1,1,46.605127029925455
22,4,20,5,0,1,28.291677820629772
10,4,20,5,0,1,15.183528705343493
11,4,20,5,0,1,14.695536729003459
11,4,20,5,0,1,13.71293862440898
17,3,21,5,0,1,20.52422755287807
9,3,21,5,0,1,13.163995797179366
12,3,21,5,0,1,15.3318946975551
6,7,7,6,0,1,14.20262951540257
6,7,7,6,0,1,16.807111447005134
21,7,7,6,0,1,31.730490314732325
25,7,7,6,0,1,38.58601418169897
11,7,7,6,0,1,18.259639635424985
16,7,7,6,0,1,26.776179247256547
15,7,7,6,0,1,31.527805224025375
14,6,8,6,0,1,22.380504078599063
18,6,8,6,0,1,26.297512827207957
27,6,8,6,0,1,36.376371144757485
16,6,8,6,0,1,25.679406588119498
13,6,8,6,0,1,22.69577514194823
11,6,8,6,0,1,20.061721297201785
16,6,9,6,0,1,23.543098275949127
16,6,9,6,0,1,25.596296242963252
21,6,9,6,0,1,29.372025194398372
16,6,9,6,0,1,26.21407257205251
14,6,9,6,0,1,21.043736351114777
16,6,9,6,0,1,24.31732614380896
15,4,10,6,0,1,21.836841713310974
26,4,10,6,0,1,32.912011488718036
7,4,10,6,0,1,12.356834980045594
6,4,10,6,0,1,11.803027824390464
16,15,11,6,1,1,46.660904598520574
26,15,11,6,1,1,53.15300243355988
17,15,11,6,1,1,51.61618206561661
16,15,11,6,1,1,48.93012418067807
10,15,11,6,1,1,39.196399936652554
16,15,11,6,1,1,44.58808094758631
15,15,11,6,1,1,46.59948103691066
16,15,11,6,1,1,46.85593445914369
11,15,11,6,1,1,40.29810747086971
10,15,11,6,1,1,37.78339880042721
7,15,11,6,1,1,39.02955863185864
13,15,11,6,1,1,43.129538045538624
7,15,11,6,1,1,38.51922311099914
13,15,11,6,1,1,45.242587363205075
17,15,11,6,1,1,45.609850376533615
11,19,12,6,1,1,45.55855447703612
8,19,12,6,1,1,38.32421365912
24,19,12,6,1,1,54.813792749515024
12,19,12,6,1,1,42.968017131652665
6,19,12,6,1,1,39.31537115043361
15,19,12,6,1,1,48.407257842386905
18,19,12,6,1,1,49.293980145433075
10,19,12,6,1,1,41.80069685372599
22,19,12,6,1,1,49.65247521742275
10,19,12,6,1,1,40.07328984102678
14,19,12,6,1,1,41.25070970628698
23,19,12,6,1,1,56.745763384590695
11,19,12,6,1,1,40.20211296414391
15,19,12,6,1,1,45.77209416234092
11,19,12,6,1,1,42.63086279888977
16,19,12,6,1,1,46.98661299568077
8,19,12,6,1,1,38.21541958866167
16,19,12,6,1,1,46.46488787932553
8,19,12,6,1,1,40.61854150960598
17,16,13,6,1,1,48.24281737033432
16,16,13,6,1,1,47.427421191018055
17,16,13,6,1,1,49.62824991273351
19,16,13,6,1,1,47.675657874956734
15,16,13,6,1,1,44.70283487927442
14,16,13,6,1,1,46.654367743275856
4,16,13,6,1,1,37.9711851466189
18,16,13,6,1,1,51.27954269814627
12,16,13,6,1,1,40.53019694136022
18,16,13,6,1,1,48.23166711504806
10,16,13,6,1,1,39.534583705984254
10,16,13,6,1,1,41.847548230998086
10,16,13,6,1,1,40.169954174344085
25,16,13,6,1,1,57.68812125656167
11,16,13,6,1,1,41.911028455092044
27,16,13,6,1,1,58.51165415423021
11,3,14,6,0,1,16.179039689525982
14,3,14,6,0,1,16.0
18,3,14,6,0,1,21.880063881062828
8,8,15,6,0,1,21.63822219752157
15,8,15,6,0,1,29.13356303089922
10,8,15,6,0,1,21.166374612207896
21,8,15,6,0,1,34.646928584483256
11,8,15,6,0,1,24.794038816599326
17,8,15,6,0,1,29.91864621671142
6,8,15,6,0,1,14.73462974437484
6,8,15,6,0,1,17.746505449861996
13,6,16,6,0,1,24.280458365673937
11,6,16,6,0,1,17.60124639024071
13,6,16,6,0,1,22.581525463338817
15,6,16,6,0,1,23.59540345181603
11,6,16,6,0,1,19.513895545486136
18,6,16,6,0,1,25.82920473627395
13,15,17,6,1,1,46.06218763625719
17,15,17,6,1,1,45.559396612295785
19,15,17,6,1,1,55.5419633135764
14,15,17,6,1,1,43.365057562597535
10,15,17,6,1,1,41.67255016109446
10,15,17,6,1,1,38.832496161824174
24,15,17,6,1,1,52.99742437441043
14,15,17,6,1,1,43.94409915289404
13,15,17,6,1,1,46.90147041284933
13,15,17,6,1,1,39.71739509841613
9,15,17,6,1,1,39.09071455271502
14,15,17,6,1,1,44.224431776065074
10,15,17,6,1,1,40.60857192162224
16,15,17,6,1,1,48.42896918980159
18,15,17,6,1,1,46.82838469930466
19,11,18,6,1,1,45.91969977944637
14,11,18,6,1,1,40.01134017026766
8,11,18,6,1,1,31.7149849783943
5,11,18,6,1,1,27.05979276474656
15,11,18,6,1,1,41.28324853576915
11,11,18,6,1,1,34.073682424212905
14,11,18,6,1,1,37.80517658905181
10,11,18,6,1,1,30.96687074395865
4,11,18,6,1,1,27.9540876214815
11,11,18,6,1,1,36.09459163129382
15,11,18,6,1,1,37.16072531193073
13,11,19,6,1,1,38.01095408126837
13,11,19,6,1,1,38.66332776659109
22,11,19,6,1,1,42.53968914775736
10,11,19,6,1,1,32.59506966148374
13,11,19,6,1,1,33.13715312558961
6,11,19,6,1,1,30.776285144120582
19,11,19,6,1,1,42.81383247284891
10,11,19,6,1,1,35.61530110828554
5,11,19,6,1,1,31.34062750027863
17,11,19,6,1,1,42.138004964929046
12,11,19,6,1,1,37.13138352246916
8,4,20,6,0,1,11.584755522423608
9,4,20,6,0,1,14.811787495234766
15,4,20,6,0,1,19.631923107185514
6,4,20,6,0,1,11.822433861849401
8,4,21,6,0,1,14.448924125112228
22,4,21,6,0,1,26.359746761398373
12,4,21,6,0,1,14.0
21,4,21,6,0,1,24.258038832577395
7,9,7,0,0,0,22.583964243701722
6,9,7,0,0,0,19.894235229964575
18,9,7,0,0,0,37.01502702863345
9,9,7,0,0,0,29.847165265852194
16,9,7,0,0,0,34.53005547682422
12,9,7,0,0,0,28.97773518489829
14,9,7,0,0,0,30.630678696844264
15,9,7,0,0,0,29.81504891872285
16,9,7,0,0,0,30.945017943309214
12,6,8,0,0,0,22.96661410026993
5,6,8,0,0,0,13.186924407718537
19,6,8,0,0,0,29.967001416973474
5,6,8,0,0,0,17.286391722548615
10,6,8,0,0,0,19.10973555550352
10,6,8,0,0,0,21.973356354768523
15,8,9,0,0,0,29.257628252719915
12,8,9,0,0,0,26.909362887031662
7,8,9,0,0,0,23.502174494296767
10,8,9,0,0,0,25.97399936734166
14,8,9,0,0,0,29.376450898897602
10,8,9,0,0,0,26.549184270838992
17,8,9,0,0,0,27.427643824766594
12,8,9,0,0,0,29.831470196196182
8,9,10,0,0,0,25.78512777979342
18,9,10,0,0,0,35.8193489313184
27,9,10,0,0,0,41.42454220512658
16,9,10,0,0,0,32.171420771086936
12,9,10,0,0,0,29.35591913389105
22,9,10,0,0,0,37.910120410949986
11,9,10,0,0,0,28.492397416758326
13,9,10,0,0,0,31.359825262139328
8,9,10,0,0,0,24.49420532835164
15,17,11,0,1,0,43.57220282757318
13,17,11,0,1,0,44.499581921744216
6,17,11,0,1,0,39.70787412199338
12,17,11,0,1,0,43.846972513038075
9,17,11,0,1,0,42.95964113555877
19,17,11,0,1,0,55.57731339996761
14,17,11,0,1,0,49.33620116265985
15,17,11,0,1,0,49.700276890172724
11,17,11,0,1,0,44.602456456083345
5,17,11,0,1,0,38.44397745352307
13,17,11,0,1,0,48.35876691486009
5,17,11,0,1,0,40.36772243479226
25,17,11,0,1,0,59.155118010081765
20,17,11,0,1,0,55.76368922779674
12,17,11,0,1,0,45.32488738745962
9,17,11,0,1,0,40.687347459755735
13,17,11,0,1,0,49.1048926343362
16,14,12,0,1,0,43.58396390208399
10,14,12,0,1,0,39.877520841161505
18,14,12,0,1,0,51.11810239485598
24,14,12,0,1,0,54.20810456329631
23,14,12,0,1,0,51.150673780075415
21,14,12,0,1,0,51.788215474002435
3,14,12,0,1,0,31.795705834072567
6,14,12,0,1,0,37.38347607650843
19,14,12,0,1,0,50.84467955515457
16,14,12,0,1,0,50.04751419836258
11,14,12,0,1,0,40.721460615148814
13,14,12,0,1,0,45.31966781656146
9,14,12,0,1,0,44.2095766128844
17,14,12,0,1,0,49.27978903027491
19,23,13,0,1,0,57.38792469665794
14,23,13,0,1,0,48.259210798185954
11,23,13,0,1,0,41.68548469186631
10,23,13,0,1,0,40.65332365797732
10,23,13,0,1,0,39.6960506750997
7,23,13,0,1,0,38.794313906010714
13,23,13,0,1,0,46.665206950932834
13,23,13,0,1,0,48.60527545103979
15,23,13,0,1,0,47.8289506990294
7,23,13,0,1,0,40.98818135991502
16,23,13,0,1,0,51.29297118798719
8,23,13,0,1,0,39.76571474968967
15,23,13,0,1,0,45.204901067630864
19,23,13,0,1,0,50.30183670783057
16,23,13,0,1,0,46.12248480492643
9,23,13,0,1,0,39.94594394418763
13,23,13,0,1,0,46.92096524645392
16,23,13,0,1,0,50.289787700608926
10,23,13,0,1,0,42.96429712455686
6,23,13,0,1,0,39.052222213194064
18,23,13,0,1,0,50.24622802581861
15,23,13,0,1,0,47.53680346176441
12,23,13,0,1,0,43.385231629381856
5,8,14,0,0,0,18.281780960083534
18,8,14,0,0,0,34.897969402740614
9,8,14,0,0,0,22.73297068381053
17,8,14,0,0,0,29.764430345562694
10,8,14,0,0,0,25.471123172099084
18,8,14,0,0,0,31.541663367141805
19,8,14,0,0,0,36.35879778162964
11,8,14,0,0,0,25.772895497710262
15,8,15,0,0,0,29.161805888420858
11,8,15,0,0,0,24.425431462853748
9,8,15,0,0,0,21.392140160683343
7,8,15,0,0,0,24.92397814103186
11,8,15,0,0,0,25.589292857972673
6,8,15,0,0,0,20.00140586761339
14,8,15,0,0,0,28.579024567239653
10,8,15,0,0,0,22.463623012794034
17,3,16,0,0,0,24.558326188904825
13,3,16,0,0,0,16.90384915690013
10,3,16,0,0,0,17.289765901813304
20,18,17,0,1,0,54.75617667674428
4,18,17,0,1,0,32.87976388606238
10,18,17,0,1,0,39.43172997269441
13,18,17,0,1,0,43.97917026612924
11,18,17,0,1,0,46.0292589421558
8,18,17,0,1,0,42.82509980557825
12,18,17,0,1,0,46.43427096205423
13,18,17,0,1,0,48.252703398669105
8,18,17,0,1,0,45.196264639872226
13,18,17,0,1,0,45.38269749315779
21,18,17,0,1,0,54.44137636561814
9,18,17,0,1,0,41.51041526492536
11,18,17,0,1,0,44.15495263772018
13,18,17,0,1,0,49.8918448024266
15,18,17,0,1,0,47.23513829967652
15,18,17,0,1,0,47.50350825932637
7,18,17,0,1,0,39.68365429801326
9,18,17,0,1,0,38.46543560669584
11,20,18,0,1,0,44.30353032398543
11,20,18,0,1,0,47.0220448515866
18,20,18,0,1,0,50.430867650992894
10,20,18,0,1,0,42.625415688196654
27,20,18,0,1,0,55.143980374005
